name,id,boe-occ-no,date-occ-issued,purpose,first-year-qualified
"Duncan Group, The ",1966444,3958,12/11/03,Charitable ,Unavl
Dunn School ,3226420,3959,12/11/03,Charitable ,Unavl
Durfee Foundation ,FOREIGN ,18441,7/22/05,Charitable ,6-May
Durham Community United Methodist Church ,115262,3962,12/11/03,Religious ,Unavl
Dutch Flat Community Center ,476651,3963,8/26/10,Charitable ,5-Apr
Dutch Flat Swimming Pool ,248506,3964,12/11/03,Charitable ,Unavl
Dwight Way Housing ,1996734,3965,12/11/03,Charitable ,Unavl
Dyslexia Awareness & Resource Center ,1679776,3966,12/11/03,Charitable ,Unavl
"E Center, Inc. ",683048,3967,12/11/03,Charitable ,Unavl
E. Victor Villa ,542408,3970,12/11/03,Charitable ,Unavl
"E.E.'s Residential Group Homes, Inc. ",1120758,3971,12/11/03,Charitable ,Unavl
E49 Corporation ,3267447,24552,1/6/16,Religious ,14-15
"EAA Chapter 1073, Inc. ",1892878,21695,4/22/13,Charitable ,8-Jul
"EAA South Bay Chapter 96, Inc. ",522659,20020,4/22/08,Charitable ,3-Feb
"Eagle Colton 55 MGP, LLC ",201219910397,24177,11/29/13,Charitable ,13-14
"Eagle Ridge Camps and Conference Center, Inc. ",2223281,25589,11/2/15,Religious ,15-16
Eagle Rock Baptist Church ,192269,3973,12/11/03,Religious ,Unavl
Eagle Rock Lutheran Church ,ASSOCIATION ,3974,12/11/03,Religious ,Unavl
Eagle-Eye Sanctuary Foundation ,2115968,17774,2/11/05,Charitable ,4-Mar
Eagle's Nest Community Services ,3659167,24904,7/30/15,Charitable ,15-16
Eagle's Nest Ministries ,915136,3975,12/11/03,Religious ,Unavl
Eagle's Wing Children's Sanctuary ,2205633,16340,4/7/04,Charitable ,4-Mar
EAH - Creekside ,1653574,3978,12/11/03,Charitable ,Unavl
EAH - San Pablo ,1509165,3977,12/11/03,Charitable ,Unavl
EAH Bay Area Community LLC ,200522810259,19026,5/28/08,Charitable ,7-Jun
EAH Drake's Way LLC ,200732110320,20704,8/8/08,Charitable ,9-Aug
"EAH Elena Gardens, LLC ",201107010079,23534,3/27/13,Charitable ,13-Dec
EAH Inc. ,568670,4090,12/11/03,Charitable ,Unavl
"EAH-Contra Costa, Inc. ",1826600,3976,12/11/03,Charitable ,Unavl
"Ear Foundation, The ",924090,3979,12/11/03,Charitable ,Unavl
Earle Baum Center of the Blind ,2007046,3981,12/11/03,Charitable ,Unavl
Early Alert Canines ,3335751,24783,12/8/14,Charitable ,14-15
Early Childhood Mental Health ,1131868,3982,12/11/03,Charitable ,Unavl
"EARN, Inc. ",2367330,23813,8/28/14,Charitable ,15-16
Earth First Construction ,1875055,23654,7/29/13,Charitable ,9-Aug
"Earth Island Institute, Inc. ",1123403,19422,1/10/07,Charitable ,6-May
EarthJustice ,593940,19137,7/3/06,Charitable ,6-May
Earthquake Engineering Research Institute ,231884,15262,12/11/03,Charitable ,Unavl
"Earthroots Field School, Inc. ",3081830,24022,10/27/14,Charitable ,13-14
"East 14th Street, Inc. ",1515037,19845,10/19/07,Charitable ,8-Jul
"East African Community & Cultural Center, Inc. ",3155014,21997,2/10/14,Charitable ,10-Sep
East African Community of Orange County ,2255750,15690,12/11/03,Charitable ,Unavl
"East Bakersfield Post No. 682, The American Legion, Department of California ",217743,3993,12/11/03,Charitable ,Unavl
East Bay Agency for Children ,273898,3994,12/11/03,Charitable ,Unavl
East Bay Asian Local Development Corporation ,731264,3995,12/11/03,Charitable ,Unavl
East Bay Baptist Association ,349140,3996,12/11/03,Religious ,Unavl
East Bay Center for the Blind ,247570,3997,12/11/03,Charitable ,Unavl
East Bay Center for the Performing Arts ,568319,3998,12/11/03,Charitable ,Unavl
East Bay College Fund ,2504888,22383,1/28/11,Charitable ,11-Oct
"East Bay Community Foundation, The ",1107913,3999,12/11/03,Charitable ,Unavl
East Bay Community Law Center ,1196813,4000,12/11/03,Charitable ,Unavl
East Bay Community Recovery Fund ,2938150,20368,6/11/08,Charitable ,9-Aug
East Bay Community Recovery Project ,1641574,4001,12/11/03,Charitable ,Unavl
East Bay Crisis Pregnancy Center ,1078760,4004,12/11/03,Charitable ,Unavl
"East Bay Depot For Creative Reuse, Inc. ",928334,4005,12/11/03,Charitable ,Unavl
East Bay Housing Organizations ,1951428,22643,9/17/13,Charitable ,12-Nov
"East Bay Integrated Care, Inc. ",902832,4007,12/11/03,Charitable ,Unavl
"East Bay Intergroup, Inc. ",1598541,4008,12/11/03,Charitable ,Unavl
"East Bay Korean-American Senior Services Center, The ",1099339,4009,8/26/10,Charitable ,5-Apr
East Bay Perinatal Center ,753674,5779,7/3/08,Charitable ,9-Aug
East Bay Polish-American Association ,1537151,4012,12/11/03,Religious ,Unavl
East Bay School for Boys ,3114239,24004,3/5/14,Charitable ,11-Oct
East Bay School for Girls ,1990580,16219,12/11/03,Charitable ,Unavl
East Bay Services to the Developmentally Disabled ,1256594,4015,12/11/03,Charitable ,Unavl
East Bay Society for the Prevention of Cruelty to Animals ,114940,9178,12/11/03,Charitable ,Unavl
East Bay Spanish Speaking Citizens' Foundation ,494988,4016,12/11/03,Charitable ,Unavl
"East Bay Transitional Homes, Inc. ",1114950,4017,12/11/03,Charitable ,Unavl
East Bay Vietnamese Association ,1234241,4018,12/11/03,Charitable ,Unavl
East Bay Waldorf School Association ,445596,4019,12/11/03,Charitable ,Unavl
East Bay Zoological Society ,166674,4021,12/11/03,Charitable ,Unavl
"East Bluff Housing, Inc. ",2004313,20565,6/11/08,Charitable ,8-Jul
"East Carson Housing Partners MGP, LLC ",201017910055,23016,12/15/11,Charitable ,12-Nov
"East Carson II Housing Partners MGP, LLC ",201305810087,24317,2/25/14,Charitable ,14-15
"East Congregation of Jehovah's Witnesses, Ukiah, CA, Inc. ",256323,18768,5/22/06,Religious ,6-May
East County Transitional Living Center  Inc. ,3223355,22561,8/11/14,Religious ,12-Nov
East End Child Care Center ,2504741,20092,11/15/07,Charitable ,8-Jul
East Hills Community Church ,50350,4028,12/11/03,Religious ,Unavl
East Hills Preschool ,920971,4030,12/11/03,Charitable ,Unavl
East LA Community Corporation ,1764652,4031,12/11/03,Charitable ,Unavl
East Los Angeles Community Youth Center ,819558,4035,6/26/07,Charitable ,7-Jun
East Los Angeles Health Task Force ,572448,16122,12/11/03,Charitable ,Unavl
East Los Angeles Light and Life Christian School ,1686932,17681,5/18/05,Religious ,5-Apr
"East Los Angeles Remarkable Citizens' Association, Inc. ",571250,4034,12/11/03,Charitable ,Unavl
East Oakland Boxing Association ,1257085,4036,12/11/03,Charitable ,Unavl
East Oakland Community Project ,1622059,15172,12/11/03,Charitable ,Unavl
East Oakland Youth Development Center ,679982,4037,12/11/03,Charitable ,Unavl
East Palo Alto Community Alliance & Neighborhood Development Organization ,1515291,4038,1/19/05,Charitable ,4-Mar
East Palo Alto Community Church ,187251,4039,12/11/03,Charitable ,Unavl
"East Pasadena Post 280, American Legion, Department of California ",149715,4040,12/11/03,Charitable ,Unavl
East San Gabriel Valley Japanese Community Center ,251417,4041,12/11/03,Charitable ,Unavl
East San Jose Church of God in Christ ,641073,4042,12/11/03,Religious ,Unavl
"East Valley Community Clinic, Inc. ",693857,4044,12/11/03,Charitable ,Unavl
"East Valley Community Health Center, Inc. ",596396,4045,12/11/03,Charitable ,Unavl
East Valley Congregational Church ,113545,4046,12/11/03,Religious ,Unavl
"East Valley Education Center, Inc. ",2064290,4047,12/11/03,Charitable ,Unavl
"East Valley Properties, Incorporated ",1118857,4049,12/11/03,Charitable ,Unavl
East Village Community Church ,1800782,18033,8/28/07,Religious ,6-May
Eastbay Community Development Corporation ,2160892,15270,12/11/03,Charitable ,Unavl
"Easter Seal Society for Crippled Children and Adults, Santa Cruz County ",241040,4054,12/11/03,Charitable ,Unavl
Easter Seal Society of Superior California ,159926,4055,12/11/03,Charitable ,Unavl
Easter Seals Bay Area ,1510768,4056,12/11/03,Charitable ,Unavl
"Easter Seals Northern California, Inc. ",198354,4058,12/11/03,Charitable ,Unavl
"Easter Seals Southern California, Inc. ",1438150,4059,12/11/03,Charitable ,Unavl
Eastern European Outreach Inc. ,100752,14711,12/11/03,Religious ,Unavl
Eastern Korean School of Southern Caifornia ,1485720,18760,3/26/07,Charitable ,5-Apr
Eastern Plumas County Senior Citizens Club ,1008613,4063,12/11/03,Charitable ,Unavl
Eastern Presbyterian Church ,718779,25713,1/11/16,Religious ,15-16
Eastern Sierra Institute for Collaborative Education ,2015695,17072,8/31/04,Charitable ,5-Apr
Eastern Sierra Land Trust ,2329783,19745,2/1/08,Charitable ,8-Jul
Eastern Star Homes of California ,142197,4064,12/11/03,Charitable ,Unavl
Eastgate Chapel ,1842438,25333,10/29/15,Religious ,14-15
"Eastlake Community Church of Chula Vista, CA. ",1946169,25329,7/3/15,Religious ,14-15
Eastmont Community Center ,263017,4066,12/11/03,Charitable ,Unavl
"Eastmont Court, Inc. ",2369881,17007,4/27/04,Charitable ,4-Mar
"EastSide Arts Alliance, Inc. ",2415117,19914,4/2/08,Charitable ,6-May
"EastSide Arts and Housing, LLC ",200515710129,19988,4/2/08,Charitable ,7-Jun
Eastside Boys' and Girls' Club of Los Angeles ,244888,4068,12/11/03,Charitable ,Unavl
"Eastside Christian Church of Fullerton, California ",441440,20654,8/7/08,Religious ,9-Aug
Eastside Christian Schools ,2136080,19522,11/1/07,Charitable ,4-Mar
"Eastside College Preparatory School, Inc. ",1877549,15771,12/11/03,Charitable ,Unavl
Easy Does It Emergency Services Program ,1931762,17732,1/13/05,Charitable ,5-Apr
"Easy Lift Transportation, Inc. ",1085415,4071,12/11/03,Charitable ,Unavl
Eating Disorders Resource Center ,2808329,21251,6/4/09,Charitable ,7-Jun
"Eaton Gift, The ",2641665,19603,6/11/15,Charitable ,7-Jun
"Eaton Housing, Inc. ",1517414,4072,12/11/03,Charitable ,Unavl
"EBALDC Bond 2012, LLC ",201212910399,23532,8/14/13,Charitable ,13-14
"EBALDC California Hotel, LLC ",201105910289,23228,6/3/13,Charitable ,13-Dec
Ebenezer Apostolic Fellowship Church ,2357813,15691,12/11/03,Religious ,Unavl
Ebenezer Evangelical Lutheran Church of San Francisco ,14987,4073,12/11/03,Religious ,Unavl
Ebony Counseling Center ,825275,4074,12/11/03,Charitable ,Unavl
"EC Magnolia Court, Inc. ",1507020,4075,12/11/03,Charitable ,Unavl
Ecclesia Christian Fellowship ,1686534,19441,11/16/06,Religious ,7-Jun
Echo Foundation ,603942,4076,12/11/03,Charitable ,Unavl
"Echo Mountain Bible Camp, Inc. ",769217,4077,12/11/03,Religious ,Unavl
Echo Park Film Center ,2702746,24122,4/28/14,Charitable ,13-Dec
Echo Park Senior Citizen Housing Corporation ,1756991,4078,12/11/03,Charitable ,Unavl
Echo Park Silverlake People's Child Care Center ,714935,4079,12/11/03,Charitable ,Unavl
Eco Dream Affordable Housing ,2629199,18573,6/10/06,Charitable ,6-May
"Ecocenter, Inc. ",3181487,22661,6/28/11,Charitable ,11-Oct
Ecole Bilingue ,817511,4080,12/11/03,Charitable ,Unavl
Ecology Action of Santa Cruz ,911787,4081,12/11/03,Charitable ,Unavl
"Eden Korean Presbyterian Church, The ",1239805,22805,2/21/12,Religious ,12-Nov
"Eden Las Palmas, LLC ",2.01105E+11,22981,11/22/11,Charitable ,13-Dec
Eden Lodge ,840630,4104,12/11/03,Charitable ,Unavl
"Eden Lodge, LLC ",2.01025E+11,22477,4/27/11,Charitable ,12-Nov
Eden Lutheran Church at Riverside ,19074,4105,12/10/09,Religious ,10-Sep
Eden Medical Center ,1254912,4106,12/11/03,Hospital ,Unavl
"Eden Orvieto, LLC ",2.00935E+11,22381,12/23/10,Charitable ,11-Oct
"Eden Palms, Inc. ",1835124,4107,4/21/09,Charitable ,10-Sep
Eden Sereno LLC ,2.00926E+11,23006,3/13/12,Charitable ,12-Nov
"Eden South Bay, Inc. ",1825634,5480,3/19/15,Charitable ,15-16
"Eden South County, Inc. ",1520713,55,3/19/15,Charitable ,15-16
"Eden South Hayward, LLC ",2.01428E+11,25183,7/29/15,Charitable ,15-16
"Eden Surf, LLC ",2.01025E+11,23424,2/2/14,Charitable ,13-Dec
Eden Township Japanese Community Center ,433383,4109,12/11/03,Charitable ,Unavl
Eden United Church of Christ ,15224,4110,12/11/03,Religious ,Unavl
"Eden Windscape, LLC ",2.01004E+11,23032,2/8/12,Charitable ,12-Nov
Eden Youth and Family Center ,822688,4111,12/11/03,Charitable ,Unavl
Eden-Sycamore LLC ,2.00717E+11,20396,6/24/08,Charitable ,9-Aug
EdFund ,1935795,14360,12/11/03,Charitable ,Unavl
"Edgemar Center for the Arts, Inc. ",2143861,17657,1/17/08,Charitable ,6-May
Edgewood Center for Children and Families ,90917,4112,6/17/05,Charitable ,5-Apr
"Edith Street Apartments, Inc. ",2133077,14799,12/11/03,Charitable ,Unavl
Edna-Islay Housing Corporation ,1160879,4113,12/11/03,Charitable ,Unavl
"EduCare Foundation, The ",1483707,24846,12/22/14,Charitable ,14-15
Educare Preschool ,ASSOCIATION ,17395,9/16/04,Charitable ,3-Feb
"Educare Services, Inc. ",1854897,17593,6/15/05,Charitable ,4-Mar
Education and Leadership Foundation ,3017834,24089,4/18/14,Charitable ,13-Dec
"Education Empowerment Opportunity, Inc. ",1496651,4114,12/11/03,Charitable ,Unavl
Education for Healthy Choices ,2680478,19724,10/22/07,Charitable ,7-Jun
Education Resource Fund ,2341151,17795,2/24/05,Charitable ,3-Feb
"Education, Training and Research Associates ",1079599,4116,12/11/03,Charitable ,Unavl
"Educational Enrichment Systems, Inc. ",930409,4119,12/11/03,Charitable ,Unavl
Educational Kinesiology Foundation ,1397468,14480,12/11/03,Charitable ,Unavl
Educational Media Foundation ,1047550,4120,12/11/03,Charitable ,Unavl
Educational Resources and Referrals -China ,1190950,4122,12/11/03,Charitable ,Unavl
"Educational Resources and Services Center, Inc. ",993685,4123,12/11/03,Charitable ,Unavl
Educational Summer Center ,1148227,17552,1/10/05,Charitable ,4-Mar
"Eel River Nation of Sovereign Wailakis, The ",3007582,21352,6/16/09,Charitable ,9-Aug
Eel Valley Rural Health Clinic ,2794064,20948,6/19/09,Charitable ,9-Aug
"Eggleston Youth Centers, Inc. ",760514,24283,6/16/14,Charitable ,13-14
"Egremont Schools, Inc. ",469033,4131,12/11/03,Charitable ,Unavl
EH/CC Housing Corporation ,1949252,4132,12/11/03,Charitable ,Unavl
EHDOC Senior Apartments I Corporation ,3432630,24700,10/22/15,Charitable ,14-15
"Eighth Street Development, LLC ",2.00735E+11,22180,8/26/10,Charitable ,9-Aug
Eisenberg Village of the Los Angeles Jewish Home for the Aging ,80666,13459,12/11/03,Charitable ,Unavl
Eisenhower Medical Center ,493271,4133,12/11/03,Hospital ,Unavl
Ekalesia Faapotopotoga Kerisiano Malamalama O Le Lalolagi I Carson ,665960,11896,12/19/13,Religious ,14-15
Ektaa Center ,1629475,21565,1/26/15,Charitable ,10-Sep
"El Bethel Arms, Inc. ",613737,4135,12/11/03,Charitable ,Unavl
"El Bethel Terrace, Inc. ",916910,4136,12/11/03,Charitable ,Unavl
El Cajon Church of the Nazarene ,219754,17351,10/14/04,Religious ,5-Apr
"El Camino Baptist Church of Sacramento, California ",299138,24518,8/12/14,Religious ,13-14
El Camino Bible Church ,523157,4140,12/11/03,Religious ,Unavl
El Camino Children and Family Services ,1782039,15703,12/11/03,Charitable ,Unavl
El Camino Homeless Organization ,2251018,15028,12/11/03,Charitable ,Unavl
El Camino Hospital ,1826391,4141,12/11/03,Hospital ,Unavl
El Camino Youth Symphony Association ,517468,4142,12/11/03,Charitable ,Unavl
El Campanil Theatre Preservation Foundation ,2466562,16360,4/8/04,Charitable ,4-Mar
"El Carmelo Retreat House, Inc. ",292441,4143,12/11/03,Religious ,Unavl
El Centrito Family Learning Centers ,2159956,23412,3/12/13,Charitable ,13-Dec
El Centro de Accion Social ,682490,4145,12/11/03,Charitable ,Unavl
El Centro de Amistad ,983382,18067,6/24/05,Charitable ,6-May
El Centro de Libertad ,1831485,15222,12/11/03,Charitable ,Unavl
El Centro de Porvenir ,765718,4146,12/11/03,Charitable ,Unavl
El Centro Del Pueblo ,818671,4147,12/11/03,Charitable ,Unavl
El Centro Police Athletic League ,1905276,4149,7/26/12,Charitable ,13-Dec
"El Cerrito Pre-School, Inc. ",208089,4150,12/11/03,Charitable ,Unavl
El Concilio Family Services ,828668,4151,4/13/11,Charitable ,12-Nov
El Dorado Community Church ,265736,4152,12/11/03,Religious ,Unavl
El Dorado Community Foundation ,1662306,4153,12/11/03,Charitable ,Unavl
El Dorado County Federated Church ,194715,4156,12/11/03,Religious ,Unavl
"El Dorado County Habitat For Humanity, Inc. ",1966518,4157,12/11/03,Charitable ,Unavl
El Dorado Housing Corporation ,1514274,4159,12/11/03,Charitable ,Unavl
El Dorado School for the Gifted Child ,349197,4160,12/11/03,Charitable ,Unavl
El Dorado Wo/Men's Information Center ,967640,4161,12/11/03,Charitable ,Unavl
"El Estero Senior Housing, Inc ",1117513,2666,4/13/09,Charitable ,9-Aug
"El Hogar Community Services, Inc. ",1251362,4163,12/14/09,Charitable ,10-Sep
El Mesias Igelsia Metodista Unida De San Fernando ,779853,4164,12/11/03,Religious ,Unavl
"El Monte Veterans Apartments, LLC ",2.01226E+11,23755,9/30/13,Charitable ,13-14
El Morro Church of the Nazarene ,630903,4168,12/11/03,Religious ,Unavl
El Nido Family Centers ,285010,4169,12/11/03,Charitable ,Unavl
"El Norte Housing Opportunities, LLC ",2.01106E+11,22683,3/13/12,Charitable ,13-Dec
El Pajaro Community Development Corporation ,921091,4170,12/11/03,Charitable ,Unavl
"El Paseo Apartments, Inc. ",2325314,19768,10/12/07,Charitable ,9-Aug
"El Proyecto Del Barrio, Inc. ",618407,4172,12/11/03,Charitable ,Unavl
El Pueblo Community Development Corporation ,1546404,4173,12/11/03,Charitable ,Unavl
El Redentor Spanish Lutheran Church of Panorama City ,369754,4174,12/11/03,Religious ,Unavl
El Sembrador Ministries ,1754229,25379,1/6/16,Religious ,15-16
El Sol Neighborhood Educational Center ,1740285,24885,1/12/15,Charitable ,14-15
El Solyo Foundation ,503988,4178,12/11/03,Charitable ,Unavl
El Teatro Campesino ,540047,4179,12/11/03,Charitable ,Unavl
"Elbridge Stuart Foundation, The ",2644258,4180,12/11/03,Charitable ,Unavl
Elder Care Alliance of Camarillo ,2183365,15308,12/11/03,Charitable ,Unavl
Elder Care Alliance of San Francisco ,2183366,18070,2/9/06,Charitable ,3-Feb
Elder Care Alliance of San Rafael ,2509769,17999,3/21/06,Charitable ,5-Apr
Elder Care Alliance of Union City ,2232398,18017,2/9/06,Charitable ,5-Apr
Elder Law & Advocacy ,904962,10101,12/11/03,Charitable ,Unavl
Elderhelp of San Diego ,713849,4181,12/11/03,Charitable ,Unavl
"Elderly Indo-Chinese Association, The ",1066966,4182,12/11/03,Charitable ,Unavl
"Eldorado-Church of God Home, Inc. ",440497,4184,12/11/03,Charitable ,Unavl
"Eldridge II, LLC ",2.01224E+11,24043,2/18/14,Charitable ,13-14
"Electronic Frontier Foundation, Inc. ",2543553,22148,5/5/11,Charitable ,11-Oct
Elementary Institute of Science ,544961,4187,12/11/03,Charitable ,Unavl
"Elena Gardens Homes, Inc. ",1910197,4188,12/11/03,Charitable ,Unavl
"Eli Home, Inc., The ",1548906,4191,12/11/03,Charitable ,Unavl
Elias Malki Middle East Gospel Outreach ,7663040,4192,12/11/03,Religious ,Unavl
Elica Health Centers ,2379481,22817,5/13/14,Hospital ,13-14
Elim Assembly of God ,187519,15414,12/11/03,Religious ,Unavl
Elings Park Foundation ,998120,4193,12/11/03,Charitable ,Unavl
Elizabeth F. Gamble Garden Center ,1186688,4194,12/11/03,Charitable ,Unavl
Elizabeth Firth Wade Endowment Fund ,816917,4195,12/11/03,Charitable ,Unavl
Elizabeth Glaser Pediatric AIDS Foundation ,1558152,4196,12/11/03,Charitable ,Unavl
"Elizabeth Hospice, Inc., The ",893584,4197,12/11/03,Charitable ,Unavl
Elk Grove Youth Bambino Baseball ,1582349,4199,12/11/03,Charitable ,Unavl
